source_path,equation_count
Axiom Layer/7Q Axioms.html,0
Axiom Layer/axioms-closure.html,0
Axiom Layer/axioms-layer-0-core.html,0
Axiom Layer/axioms-layer-2-derived.html,0
Axiom Layer/axioms-layer-3-extended.html,0
Axiom Layer/axioms.html,0
Axiom Layer/definitions.html,0
Axiom Layer/index.html,0
Axiom Layer/lemmas.html,0
Axiom Layer/theophysics_proof_explorer_v2.html,0
Axiom Layer/theophysics_proof_explorer_v2_1.html,0
Axiom Layer/theorems.html,0
Constitutional audit/FP-014_CONSTITUTIONAL_AUDIT.html,0
Constitutional audit/FP-015_COHERENCE_RECOVERY_VALIDATION.html,0
Constitutional audit/index.html,0
Family/God in the equations.html,0
Family/Gold Standard Test Battery.html,0
Family/The Evolution Probe.html,0
Family/The God Story.html,0
Family/The Same Equation.html,0
Family/What No Language Model Can Produce.html,0
Family/backup/evolution-probe.html,0
Family/backup/god-in-the-equations.html,0
Family/backup/gold-standard-test-battery.html,0
Family/backup/maxwell-truth-isomorphism.html,0
Family/backup/six_proofs.html,0
Family/backup/the-same-equation.html,0
Family/div-class_SY.CF-PH-CS_005658.html,0
Family/index_old.html,0
Family/maxwell-truth-isomorphism.html,0
Family/solid-var-div-class_TP.MR-FH-CO_005657.html,0
Introduction to Theophysics/03-the-only-top-down-framework.html,0
Introduction to Theophysics/05-fruits-of-the-spirit.html,0
Introduction to Theophysics/06-the-scientific-method-redux.html,0
Introduction to Theophysics/07-master-coherence-analysis.html,0
Introduction to Theophysics/09-church-debris-audit.html,0
Introduction to Theophysics/10-cliodynamic-analysis-great-demoralization.html,0
Introduction to Theophysics/11-constitutional-overlay-analysis.html,0
Introduction to Theophysics/12-reverse-sequence-hypothesis.html,0
Introduction to Theophysics/index.html,0
Kimi_Agent_ONEPAGE_GLOWINGBALL/index.html,0
audio-dock.html,0
audio/index.html,0
blue/derivatives.html,0
blue/evolution-probe.html,0
blue/god-in-the-equations.html,0
blue/gold-standard-test-battery.html,0
blue/i-didnt-write-the-math.html,0
blue/index.html,0
blue/lowe-coherence-lagrangian.html,0
blue/math-is-moral.html,0
blue/maxwell-truth-isomorphism.html,0
blue/six_proofs.html,0
blue/the-same-equation.html,0
consciousness/_TEMPLATE.html,0
consciousness/consciousness-constraint-argument-wrapped.html,0
consciousness/consciousness-constraint-argument.html,0
consciousness/consciousness-free-will-evil-wrapped.html,0
consciousness/index.html,0
convergence-deep/cdt-06-it-from-bit-from-logos.html,0
convergence-deep/index.html,0
convergence-series/cns-01-the-playing-field.html,0
convergence-series/cns-02-the-evidence.html,0
convergence-series/cns-03-why-math-works.html,0
convergence-series/cns-04-the-paradigm-graveyard.html,0
convergence-series/cns-05-the-judgment-layer.html,0
convergence-series/cns-06-the-priority-of-goodness.html,0
convergence-series/cns-07-the-verdict.html,0
convergence-series/index.html,0
cross-domain/03-the-only-top-down-framework.html,0
cross-domain/05-fruits-of-the-spirit.html,0
cross-domain/06-the-scientific-method-redux.html,0
cross-domain/07-master-coherence-analysis.html,0
cross-domain/09-church-debris-audit.html,0
cross-domain/10-cliodynamic-analysis-great-demoralization.html,0
cross-domain/11-constitutional-overlay-analysis.html,0
cross-domain/12-reverse-sequence-hypothesis.html,0
cross-domain/index.html,0
data-viz/AUTHORITY_TRUST_RESEARCH_1967-2012.html,0
data-viz/COMBINED_Research_and_Timelines.html,0
data-viz/CRIME_RESEARCH_1967-2012.html,0
data-viz/EDUCATION_RESEARCH_1967-2012.html,0
data-viz/FAMILY_STRUCTURE_RESEARCH_1967-2012.html,0
data-viz/MEDIA_CULTURE_RESEARCH_1967-2012.html,0
data-viz/MORAL_DECAY_MASTER.html,0
data-viz/Moral_Timeline_Workbook.html,0
data-viz/RELIGION_RESEARCH_1967-2012.html,0
data-viz/claim_provenance/graph.html,0
data-viz/fruit_vector_map/graph.html,0
data-viz/index.html,0
data-viz/knowledge-graphs.html,0
data-viz/law_isomorphism_map/graph.html,0
data-viz/master_equation_map/graph.html,0
data-viz/paper_graph/graph.html,0
data-viz/tag_graph/graph.html,0
death-test.html,0
duality-project/alpha-prime-canonical.html,0
duality-project/dc-waveparticleduality.html,0
duality-project/dp-000-the-assignment.html,0
duality-project/dp-02-the-blinding-mirror.html,0
duality-project/dp-03-the-gray-stagnation.html,0
duality-project/dp-04-the-birth-of-a-devil.html,0
duality-project/dp-05-the-generational-rust.html,0
duality-project/dp-06-the-chorus-appears.html,0
duality-project/dp-07-the-incarnation-protocol.html,0
duality-project/dp-10-the-ascension-update.html,0
duality-project/dp-11-the-internal-info-war.html,0
duality-project/dp-13-specialized-subroutines.html,0
duality-project/dp-14-evangelism-wave.html,0
duality-project/dp-15-persecution-feedback-loop.html,0
duality-project/dp-16-apostasy-bug.html,0
duality-project/dp-19-entropys-last-stand.html,0
duality-project/dp-20-resonant-reboot.html,0
duality-project/dp-21-second-death-audit.html,0
duality-project/dp-22-grade-day.html,0
duality-project/duality-project.html,0
duality-project/euthyphro-dilemma.html,0
duality-project/index.html,0
duality-project/omega-null-canonical.html,0
duality-project/omega-null-ω.html,0
duality-project/philosophical-questions.html,0
duality-project/quantum-research-wave-particle-duality-and-consciousness.html,0
duality-project/term-scanner.html,0
